sciName,howMany,comName,lat,lng,N_papers,id,publication_date,abstract,title
Columba livia,4,Rock Pigeon,49.26476,-123.25257,309,10.1371/journal.pone.0090102,2014-03-12T00:00:00Z,"
Two main models have been proposed to explain how the relative size of neural structures varies through evolution. In the mosaic evolution model, individual brain structures vary in size independently of each other, whereas in the concerted evolution model developmental constraints result in different parts of the brain varying in size in a coordinated manner. Several studies have shown variation of the relative size of individual nuclei in the vertebrate brain, but it is currently not known if nuclei belonging to the same functional pathway vary independently of each other or in a concerted manner. The visual system of birds offers an ideal opportunity to specifically test which of the two models apply to an entire sensory pathway. Here, we examine the relative size of 9 different visual nuclei across 98 species of birds. This includes data on interspecific variation in the cytoarchitecture and relative size of the isthmal nuclei, which has not been previously reported. We also use a combination of statistical analyses, phylogenetically corrected principal component analysis and evolutionary rates of change on the absolute and relative size of the nine nuclei, to test if visual nuclei evolved in a concerted or mosaic manner. Our results strongly indicate a combination of mosaic and concerted evolution (in the relative size of nine nuclei) within the avian visual system. Specifically, the relative size of the isthmal nuclei and parts of the tectofugal pathway covary across species in a concerted fashion, whereas the relative volume of the other visual nuclei measured vary independently of one another, such as that predicted by the mosaic model. Our results suggest the covariation of different neural structures depends not only on the functional connectivity of each nucleus, but also on the diversity of afferents and efferents of each nucleus.
",Mosaic and Concerted Evolution in the Visual System of Birds
Columba livia,4,Rock Pigeon,49.26476,-123.25257,309,10.1371/journal.pone.0162451,2016-09-02T00:00:00Z,"
Avoidance of mating between related individuals is usually considered adaptive because it decreases the probability of inbreeding depression in offspring. However, mating between related partners can be adaptive if outbreeding depression is stronger than inbreeding depression or if females gain inclusive fitness benefits by mating with close kin. In the present study, we used microsatellite data to infer the parentage of juveniles born in a French colony of feral pigeons, which allowed us to deduce parent pairs. Despite detectable inbreeding depression, we found that pairwise relatedness between mates was significantly higher than between nonmates, with a mean coefficient of relatedness between mates of 0.065, approximately half the theoretical value for first cousins. This higher relatedness between mates cannot be explained by spatial genetic structure in this colonial bird; it therefore probably results from an active choice. As inbreeding but not outbreeding depression is observed in the study population, this finding accords with the idea that mating with genetically similar mates can confer a benefit in terms of inclusive fitness. Our results and published evidence suggest that preference for related individuals as mates might be relatively frequent in birds.
",Feral Pigeons (Columba livia) Prefer Genetically Similar Mates despite Inbreeding Depression
Columba livia,4,Rock Pigeon,49.26476,-123.25257,309,10.1371/journal.pone.0074475,2013-08-15T00:00:00Z,"
				Variation in the melanocortin-1 receptor (Mc1r) is associated with pigmentation diversity in wild and domesticated populations of vertebrates, including several species of birds. Among domestic bird species, pigmentation variation in the rock pigeon (Columba livia) is particularly diverse. To determine the potential contribution of Mc1r variants to pigment diversity in pigeons, we sequenced Mc1r in a wide range of pigeon breeds and identified several single nucleotide polymorphisms, including a variant that codes for an amino acid substitution (Val85Met). In contrast to the association between Val85Met and eumelanism in other avian species, this change was associated with pheomelanism in pigeons. In vitro cAMP accumulation and protein expression assays revealed that Val85Met leads to decreased receptor function and reduced cell surface expression of the mutant protein. The reduced in vitro function is consistent with the observed association with reduced eumelanic pigmentation. Comparative genetic and cellular studies provide important insights about the range of mechanisms underlying diversity among vertebrates, including different phenotypic associations with similar mutations in different species. 
			",A Val85Met Mutation in Melanocortin-1 Receptor Is Associated with Reductions in Eumelanic Pigmentation and Cell Surface Expression in Domestic Rock Pigeons (Columba livia)
Columba livia,4,Rock Pigeon,49.26476,-123.25257,309,10.1371/journal.pbio.0030190,2005-05-10T00:00:00Z,"
        Executive control, the ability to plan one's behaviour to achieve a goal, is a hallmark of frontal lobe function in humans and other primates. In the current study we report neural correlates of executive control in the avian nidopallium caudolaterale, a region analogous to the mammalian prefrontal cortex. Homing pigeons (Columba livia) performed a working memory task in which cues instructed them whether stimuli should be remembered or forgotten. When instructed to remember, many neurons showed sustained activation throughout the memory period. When instructed to forget, the sustained activation was abolished. Consistent with the neural data, the behavioural data showed that memory performance was high after instructions to remember, and dropped to chance after instructions to forget. Our findings indicate that neurons in the avian nidopallium caudolaterale participate in one of the core forms of executive control, the control of what should be remembered and what should be forgotten. This form of executive control is fundamental not only to working memory, but also to all cognition.
      
        Recording from the forebrain of pigeons performing a working memory task, the authors find sustained neural activity during the memory period.
      ",Neural Correlates of Executive Control in the Avian Brain
Columba livia,4,Rock Pigeon,49.26476,-123.25257,309,10.1371/journal.pone.0187541,2017-11-09T00:00:00Z,"
This note looks into the reasons why earlier reports may have arrived at differing conclusions about pigeons’ capacity to categorize bilaterally symmetric and asymmetric visual patterns. Attention is drawn to pigeons’ comparatively superior visual flicker resolution and superior visual linear acuity by reporting results of two ad-hoc experiments. This circumstance turns out to constrain conclusions drawn by earlier symmetry–asymmetry studies that used computer-generated patterns displayed on cathode ray tube monitors as these suffered from pictorial distortions. Additionally one of the studies involved patterns of inconsistent symmetry at global and local levels. A smaller-scale experiment using slide-projected unequivocal symmetric and asymmetric patterns yielded results compatible with the supposition that pigeons are capable of a symmetry–asymmetry categorization. The possibility that an artfactual cue may have inadvertently accentuated this capability in an earlier own experiment is considered.
",Symmetry recognition by pigeons: Generalized or not?
Columba livia,4,Rock Pigeon,49.26476,-123.25257,309,10.1371/journal.pone.0143568,2015-11-24T00:00:00Z,"
Monochromatic light is widely applied to promote poultry reproductive performance, yet little is currently known regarding the mechanism by which light wavelengths affect pigeon reproduction. Recently, high-throughput sequencing technologies have been used to provide genomic information for solving this problem. In this study, we employed Illumina Hiseq 2000 to identify differentially expressed genes in ovary tissue from pigeons under blue and white light conditions and de novo transcriptome assembly to construct a comprehensive sequence database containing information on the mechanisms of follicle development. A total of 157,774 unigenes (mean length: 790 bp) were obtained by the Trinity program, and 35.83% of these unigenes were matched to genes in a non-redundant protein database. Gene description, gene ontology, and the clustering of orthologous group terms were performed to annotate the transcriptome assembly. Differentially expressed genes between blue and white light conditions included those related to oocyte maturation, hormone biosynthesis, and circadian rhythm. Furthermore, 17,574 SSRs and 533,887 potential SNPs were identified in this transcriptome assembly. This work is the first transcriptome analysis of the Columba ovary using Illumina technology, and the resulting transcriptome and differentially expressed gene data can facilitate further investigations into the molecular mechanism of the effect of blue light on follicle development and reproduction in pigeons and other bird species.
",Analysis of Pigeon (Columba) Ovary Transcriptomes to Identify Genes Involved in Blue Light Regulation
Columba livia,4,Rock Pigeon,49.26476,-123.25257,309,10.1371/journal.pone.0188483,2017-11-27T00:00:00Z,"
Homing pigeons are known for their excellent homing ability, and their brains seem to be functionally adapted to homing. It is known that pigeons with navigational experience show a larger hippocampus and also a more lateralised brain than pigeons without navigational experience. So we hypothesized that experience may have an influence also on orientation ability. We examined two groups of pigeons (11 with navigational experience and 17 without) in a standard operant chamber with a touch screen monitor showing a 2-D schematic of a rectangular environment (as “geometric” information) and one uniquely shaped and colored feature in each corner (as “landmark” information). Pigeons were trained first for pecking on one of these features and then we examined their ability to encode geometric and landmark information in four tests by modifying the rectangular environment. All tests were done under binocular and monocular viewing to test hemispheric dominance. The number of pecks was counted for analysis. Results show that generally both groups orientate on the basis of landmarks and the geometry of environment, but landmark information was preferred. Pigeons with navigational experience did not perform better on the tests but showed a better conjunction of the different kinds of information. Significant differences between monocular and binocular viewing were detected particularly in pigeons without navigational experience on two tests with reduced information. Our data suggest that the conjunction of geometric and landmark information might be integrated after processing separately in each hemisphere and that this process is influenced by experience.
",The orientation of homing pigeons (Columba livia f.d.) with and without navigational experience in a two-dimensional environment
Columba livia,4,Rock Pigeon,49.26476,-123.25257,309,10.1371/journal.pone.0023203,2011-08-24T00:00:00Z,"
        Mammals and birds engage in two distinct states of sleep, slow wave sleep (SWS) and rapid eye movement (REM) sleep. SWS is characterized by slow, high amplitude brain waves, while REM sleep is characterized by fast, low amplitude waves, known as activation, occurring with rapid eye movements and reduced muscle tone. However, monotremes (platypuses and echidnas), the most basal (or ‘ancient’) group of living mammals, show only a single sleep state that combines elements of SWS and REM sleep, suggesting that these states became temporally segregated in the common ancestor to marsupial and eutherian mammals. Whether sleep in basal birds resembles that of monotremes or other mammals and birds is unknown. Here, we provide the first description of brain activity during sleep in ostriches (Struthio camelus), a member of the most basal group of living birds. We found that the brain activity of sleeping ostriches is unique. Episodes of REM sleep were delineated by rapid eye movements, reduced muscle tone, and head movements, similar to those observed in other birds and mammals engaged in REM sleep; however, during REM sleep in ostriches, forebrain activity would flip between REM sleep-like activation and SWS-like slow waves, the latter reminiscent of sleep in the platypus. Moreover, the amount of REM sleep in ostriches is greater than in any other bird, just as in platypuses, which have more REM sleep than other mammals. These findings reveal a recurring sequence of steps in the evolution of sleep in which SWS and REM sleep arose from a single heterogeneous state that became temporally segregated into two distinct states. This common trajectory suggests that forebrain activation during REM sleep is an evolutionarily new feature, presumably involved in performing new sleep functions not found in more basal animals.
      ",Ostriches Sleep like Platypuses
Columba livia,4,Rock Pigeon,49.26476,-123.25257,309,10.1371/journal.pone.0102771,2014-07-23T00:00:00Z,"
Organized flight of homing pigeons (Columba livia) was previously shown to rely on simple leadership rules between flock mates, yet the stability of this social structuring over time and across different contexts remains unclear. We quantified the repeatability of leadership-based flock structures within a flight and across multiple flights conducted with the same animals. We compared two contexts of flock composition: flocks of birds of the same age and flight experience; and, flocks of birds of different ages and flight experience. All flocks displayed consistent leadership-based structures over time, showing that individuals have stable roles in the navigational decisions of the flock. However, flocks of balanced age and flight experience exhibited reduced leadership stability, indicating that these factors promote flock structuring. Our study empirically demonstrates that leadership and followership are consistent behaviours in homing pigeon flocks, but such consistency is affected by the heterogeneity of individual flight experiences and/or age. Similar evidence from other species suggests leadership as an important mechanism for coordinated motion in small groups of animals with strong social bonds.
",Temporal and Contextual Consistency of Leadership in Homing Pigeon Flocks
Columba livia,4,Rock Pigeon,49.26476,-123.25257,309,10.1371/journal.pone.0000198,2007-02-07T00:00:00Z,"Background: In vision, there is a trade-off between sensitivity and resolution, and any eye which maximises information gain at low light levels needs to be large. This imposes exacting constraints upon vision in nocturnal flying birds. Eyes are essentially heavy, fluid-filled chambers, and in flying birds their increased size is countered by selection for both reduced body mass and the distribution of mass towards the body core. Freed from these mass constraints, it would be predicted that in flightless birds nocturnality should favour the evolution of large eyes and reliance upon visual cues for the guidance of activity. Methodology/Principal Findings: We show that in Kiwi (Apterygidae), flightlessness and nocturnality have, in fact, resulted in the opposite outcome. Kiwi show minimal reliance upon vision indicated by eye structure, visual field topography, and brain structures, and increased reliance upon tactile and olfactory information. Conclusions/Significance: This lack of reliance upon vision and increased reliance upon tactile and olfactory information in Kiwi is markedly similar to the situation in nocturnal mammals that exploit the forest floor. That Kiwi and mammals evolved to exploit these habitats quite independently provides evidence for convergent evolution in their sensory capacities that are tuned to a common set of perceptual challenges found in forest floor habitats at night and which cannot be met by the vertebrate visual system. We propose that the Kiwi visual system has undergone adaptive regressive evolution driven by the trade-off between the relatively low rate of gain of visual information that is possible at low light levels, and the metabolic costs of extracting that information. ",Kiwi Forego Vision in the Guidance of Their Nocturnal Activities
Corvus caurinus,3,Northwestern Crow,49.26476,-123.25257,4,10.1371/journal.pone.0009266,2010-02-24T00:00:00Z,"
Large, recently-available genomic databases cover a wide range of life forms, suggesting opportunity for insights into genetic structure of biodiversity. In this study we refine our recently-described technique using indicator vectors to analyze and visualize nucleotide sequences. The indicator vector approach generates correlation matrices, dubbed Klee diagrams, which represent a novel way of assembling and viewing large genomic datasets. To explore its potential utility, here we apply the improved algorithm to a collection of almost 17000 DNA barcode sequences covering 12 widely-separated animal taxa, demonstrating that indicator vectors for classification gave correct assignment in all 11000 test cases. Indicator vector analysis revealed discontinuities corresponding to species- and higher-level taxonomic divisions, suggesting an efficient approach to classification of organisms from poorly-studied groups. As compared to standard distance metrics, indicator vectors preserve diagnostic character probabilities, enable automated classification of test sequences, and generate high-information density single-page displays. These results support application of indicator vectors for comparative analysis of large nucleotide data sets and raise prospect of gaining insight into broad-scale patterns in the genetic structure of biodiversity.
",Structural Analysis of Biodiversity
Corvus caurinus,3,Northwestern Crow,49.26476,-123.25257,4,10.1371/journal.pbio.0020312,2004-09-28T00:00:00Z,"
        Short DNA sequences from a standardized region of the genome provide a DNA barcode for identifying species. Compiling a public library of DNA barcodes linked to named specimens could provide a new master key for identifying species, one whose power will rise with increased taxon coverage and with faster, cheaper sequencing. Recent work suggests that sequence diversity in a 648-bp region of the mitochondrial gene, cytochrome c oxidase I (COI), might serve as a DNA barcode for the identification of animal species. This study tested the effectiveness of a COI barcode in discriminating bird species, one of the largest and best-studied vertebrate groups. We determined COI barcodes for 260 species of North American birds and found that distinguishing species was generally straightforward. All species had a different COI barcode(s), and the differences between closely related species were, on average, 18 times higher than the differences within species. Our results identified four probable new species of North American birds, suggesting that a global survey will lead to the recognition of many additional bird species. The finding of large COI sequence differences between, as compared to small differences within, species confirms the effectiveness of COI barcodes for the identification of bird species. This result plus those from other groups of animals imply that a standard screening threshold of sequence difference (10× average intraspecific difference) could speed the discovery of new animal species. The growing evidence for the effectiveness of DNA barcodes as a basis for species identification supports an international exercise that has recently begun to assemble a comprehensive library of COI sequences linked to named specimens.
      
        Can a single gene be used to identify all different animal species? An analysis of 255 North American birds shows that cytochrome c oxidase I might have this potential.
      ",Identification of Birds through DNA Barcodes
Corvus caurinus,3,Northwestern Crow,49.26476,-123.25257,4,10.1371/journal.pone.0025877,2011-10-03T00:00:00Z,"
        Honest advertisement models posit that only individuals in good health can produce and/or maintain ornamental traits. Even though disease has profound effects on condition, few studies have experimentally tested its effects on trait expression and even fewer have identified a mechanistic basis for these effects. Recent evidence suggests that black and white, but not grey, plumage colors of black-capped chickadees (Poecile atricapillus) are sexually selected. We therefore hypothesized that birds afflicted with avian keratin disorder, a condition that affects the beak and other keratinized tissues, would show reduced expression of black and white, but not grey, color. UV-vis spectrometry of black-capped chickadees affected and unaffected by avian keratin disorder revealed spectral differences between them consistent with this hypothesis. To elucidate the mechanistic bases of these differences, we used scanning electron microscopy (SEM), electron-dispersive x-ray spectroscopy (EDX) and a feather cleaning experiment. SEM showed extreme feather soiling in affected birds, and EDX revealed that this was most likely from external sources. Experimentally cleaning the feathers increased color expression of ornamental feathers of affected, but not unaffected, birds. These data provide strong evidence that black and white color is an honest indicator in chickadees, and that variation in feather dirtiness, likely due to differences in preening behavior is a mechanism for this association.
      ",A Natural Experiment on the Condition-Dependence of Achromatic Plumage Reflectance in Black-Capped Chickadees
